transaction_id,amount,location,method,device_id,timestamp,is_fraud,location_enc,method_enc,fraud_pred
1831,1034.01,India,Wire,1252,2025-10-07 12:21:02.131786,0,1,4,0
1832,1539.3,UK,UPI,6827,2025-09-14 16:42:02.131786,0,5,3,0
1833,499.88,Japan,Wire,4555,2025-09-29 22:37:02.131786,0,2,4,0
1834,1821.21,India,Crypto,9484,2025-10-07 03:47:02.131786,0,1,1,0
1835,200.97,Germany,Debit Card,9360,2025-09-13 02:57:02.131786,0,0,2,0
1836,479.41,Japan,Wire,8807,2025-10-04 12:35:02.131786,0,2,4,0
1837,207.89,UK,UPI,8552,2025-10-08 09:17:02.131786,0,5,3,0
1838,579.87,Japan,Debit Card,1036,2025-09-20 09:57:02.131786,0,2,2,0
1839,225.23,Japan,Crypto,2444,2025-09-30 03:50:02.131786,0,2,1,0
1840,1060.96,USA,Crypto,7022,2025-09-14 01:32:02.131786,0,6,1,0
1841,707.53,UK,Crypto,5391,2025-09-16 22:33:02.131786,0,5,1,0
1842,185.08,Germany,UPI,7578,2025-10-06 11:09:02.131786,0,0,3,0
1843,897.98,UK,Debit Card,8904,2025-10-06 00:08:02.131786,0,5,2,0
1844,1403.09,USA,Crypto,8793,2025-09-22 10:23:02.131786,0,6,1,0
1845,756.92,UK,Wire,7677,2025-10-12 17:59:02.131786,0,5,4,0
1846,789.0641592320145,UK,Debit Card,9997,2025-09-28 20:56:02.131786,1,5,2,0
1847,444.5,Germany,Crypto,7717,2025-10-15 01:22:02.131786,0,0,1,0
1848,826.35,USA,Debit Card,8861,2025-10-03 09:38:02.131786,0,6,2,0
1849,411.78,UK,Wire,8183,2025-10-10 11:21:02.131786,0,5,4,0
1850,198.53,UK,Credit Card,7420,2025-10-18 06:10:02.131786,0,5,0,0
1851,1143.68,India,Crypto,5744,2025-09-10 13:55:02.131786,0,1,1,0
1852,397.75,UK,Wire,5378,2025-10-02 22:13:02.131786,0,5,4,0
1853,1403.66,Germany,UPI,2662,2025-09-11 16:57:02.131786,0,0,3,0
1854,324.61,India,Crypto,1998,2025-09-24 20:07:02.131786,0,1,1,0
1855,379.25,USA,Credit Card,5302,2025-09-20 01:47:02.131786,0,6,0,0
1856,303.48,Japan,Wire,8830,2025-09-23 06:21:02.131786,0,2,4,0
1857,438.56,Germany,Wire,3524,2025-10-15 17:08:02.131786,0,0,4,0
1858,699.27,USA,Debit Card,7735,2025-10-08 20:41:02.131786,0,6,2,0
1859,208.45,India,Crypto,1130,2025-10-02 16:56:02.131786,0,1,1,0
1860,173.13,Japan,Credit Card,4016,2025-10-16 06:41:02.131786,0,2,0,0
1861,89.86,USA,UPI,2186,2025-10-03 00:55:02.131786,0,6,3,0
1862,77.35,Germany,Debit Card,5294,2025-09-24 11:21:02.131786,0,0,2,0
1863,137.33,India,Crypto,9135,2025-09-10 00:03:02.131786,0,1,1,0
1864,322.73,Germany,Credit Card,5834,2025-09-10 23:44:02.131786,0,0,0,0
1865,572.05,Germany,Debit Card,8215,2025-10-14 06:32:02.131786,0,0,2,0
1866,671.7,India,Credit Card,8989,2025-10-08 06:25:02.131786,0,1,0,0
1867,552.5,UK,Credit Card,5198,2025-09-11 20:06:02.131786,0,5,0,0
1868,1298.75,Germany,Debit Card,1005,2025-09-29 00:25:02.131786,0,0,2,0
1869,1577.32,India,Debit Card,1710,2025-09-14 23:21:02.131786,0,1,2,0
1870,399.27,Germany,Crypto,9203,2025-10-09 17:15:02.131786,0,0,1,0
1871,211.75,UK,Debit Card,3150,2025-09-27 01:09:02.131786,0,5,2,0
1872,1894.61,India,Crypto,7842,2025-10-14 12:39:02.131786,0,1,1,0
1873,1117.36,USA,Credit Card,5522,2025-09-22 05:24:02.131786,0,6,0,0
1874,1062.26,USA,Debit Card,6808,2025-09-23 14:44:02.131786,0,6,2,0
1875,311.84,USA,Crypto,5950,2025-09-30 12:11:02.131786,0,6,1,0
1876,913.46,Japan,Crypto,4282,2025-10-11 23:00:02.131786,0,2,1,0
1877,555.81,Germany,UPI,8892,2025-09-11 11:20:02.131786,0,0,3,0
1878,471.89,Germany,Crypto,6553,2025-09-27 08:47:02.131786,0,0,1,0
1879,471.26,India,Crypto,4604,2025-09-16 10:36:02.131786,0,1,1,0
1880,722.49,Japan,UPI,8154,2025-09-15 03:28:02.131786,0,2,3,0
1881,1326.9,Germany,Wire,8139,2025-09-17 19:44:02.131786,0,0,4,0
1882,1996.54,India,Debit Card,4982,2025-10-09 21:46:02.131786,0,1,2,0
1883,359.16,UK,UPI,1177,2025-09-08 12:02:02.131786,0,5,3,0
1884,579.6,Germany,Crypto,5513,2025-10-16 12:29:02.131786,0,0,1,0
1885,462.69,Germany,Crypto,9745,2025-10-16 09:43:02.131786,0,0,1,0
1886,688.57,UK,Debit Card,8774,2025-09-24 02:13:02.131786,0,5,2,0
1887,418.69,UK,Credit Card,1241,2025-09-28 15:33:02.131786,0,5,0,0
1888,281.51,Germany,UPI,9028,2025-09-19 07:11:02.131786,0,0,3,0
1889,359.57,UK,Wire,8395,2025-10-13 02:04:02.131786,0,5,4,0
1890,315.77,India,Debit Card,2300,2025-09-10 18:33:02.131786,0,1,2,0
1891,445.19,Germany,Debit Card,8923,2025-10-14 13:38:02.131786,0,0,2,0
1892,147.87,Germany,UPI,8478,2025-09-23 14:19:02.131786,0,0,3,0
1893,320.92,USA,Crypto,4395,2025-10-13 09:20:02.131786,0,6,1,0
1894,683.73,Germany,Crypto,2070,2025-10-09 23:20:02.131786,0,0,1,0
1895,680.09,USA,Wire,5917,2025-10-11 03:44:02.131786,0,6,4,0
1896,604.34,UK,UPI,7673,2025-10-07 03:26:02.131786,0,5,3,0
1897,1250.76,UK,Debit Card,7643,2025-09-11 04:21:02.131786,0,5,2,0
1898,703.33,India,UPI,5287,2025-10-02 09:00:02.131786,0,1,3,0
1899,1223.62,USA,Credit Card,7237,2025-10-15 23:25:02.131786,0,6,0,0
1900,1997.5,Germany,Debit Card,6026,2025-09-29 13:57:02.131786,0,0,2,0
1901,929.41,USA,Wire,4805,2025-09-13 18:24:02.131786,0,6,4,0
1902,148.61,UK,Wire,3214,2025-09-12 14:18:02.131786,0,5,4,0
1903,622.15,UK,Debit Card,9121,2025-09-08 02:48:02.131786,0,5,2,0
1904,556.61,India,Crypto,9248,2025-10-11 08:08:02.131786,0,1,1,0
1905,1402.15,UK,Debit Card,7149,2025-10-17 12:30:02.131786,0,5,2,0
1906,458.04,USA,Debit Card,1237,2025-09-08 11:40:02.131786,0,6,2,0
1907,248.55,Germany,Credit Card,1732,2025-09-18 15:23:02.131786,0,0,0,0
1908,336.89,Germany,Debit Card,7163,2025-09-26 03:16:02.131786,0,0,2,0
1909,154.41,USA,UPI,4889,2025-10-16 19:01:02.131786,0,6,3,0
1910,1791.05,India,UPI,3824,2025-09-16 20:03:02.131786,0,1,3,0
1911,507.32,Germany,Wire,2227,2025-09-26 01:42:02.131786,0,0,4,0
1912,169.65,USA,Crypto,7519,2025-09-08 00:00:02.131786,0,6,1,0
1913,1486.26,USA,Wire,3454,2025-10-12 05:03:02.131786,0,6,4,0
1914,1653.57,UK,Credit Card,7223,2025-09-14 18:28:02.131786,0,5,0,0
1915,571.01,UK,Debit Card,1767,2025-09-27 23:13:02.131786,0,5,2,0
1916,140.41,India,Wire,9168,2025-09-29 21:17:02.131786,0,1,4,0
1917,343.81,India,Debit Card,3424,2025-10-06 17:36:02.131786,0,1,2,0
1918,420.01,India,Wire,7183,2025-10-08 18:16:02.131786,0,1,4,0
1919,520.51,USA,Debit Card,4424,2025-09-10 16:04:02.131786,0,6,2,0
1920,191.45,USA,Wire,5548,2025-09-25 09:19:02.131786,0,6,4,0
1921,982.37,UK,UPI,8590,2025-10-18 00:26:02.131786,0,5,3,0
1922,47.51,Germany,Credit Card,1713,2025-10-13 17:35:02.131786,0,0,0,0
1923,1093.07,India,Wire,1085,2025-10-10 01:35:02.131786,0,1,4,0
1924,1252.06,Japan,UPI,2578,2025-09-17 15:40:02.131786,0,2,3,0
1925,372.71,India,Crypto,7379,2025-09-22 17:09:02.131786,0,1,1,0
1926,475.55,UK,Wire,3016,2025-10-02 21:19:02.131786,0,5,4,0
1927,1357.63,USA,Debit Card,6701,2025-10-11 23:27:02.131786,0,6,2,0
1928,804.27,UK,Credit Card,4714,2025-10-02 21:47:02.131786,0,5,0,0
1929,383.74,UK,UPI,3408,2025-10-04 00:49:02.131786,0,5,3,0
1930,421.8,UK,UPI,7318,2025-09-28 23:31:02.131786,0,5,3,0
1931,725.42,Japan,Credit Card,7971,2025-10-16 09:45:02.131786,0,2,0,0
1932,1686.33,Japan,Wire,3851,2025-10-16 00:50:02.131786,0,2,4,0
1933,432.37,India,Debit Card,2397,2025-09-19 12:28:02.131786,0,1,2,0
1934,374.19,USA,Crypto,5156,2025-09-30 23:15:02.131786,0,6,1,0
1935,517.72,UK,Wire,4241,2025-09-21 10:31:02.131786,0,5,4,0
1936,520.09,Germany,Credit Card,2530,2025-10-02 23:51:02.131786,0,0,0,0
1937,635.81,India,Wire,1774,2025-09-30 22:42:02.131786,0,1,4,0
1938,476.74,India,Wire,3461,2025-10-05 12:45:02.131786,0,1,4,0
1939,1137.52,UK,Credit Card,8985,2025-09-16 00:40:02.131786,0,5,0,0
1940,231.5,India,Credit Card,9307,2025-10-15 05:20:02.131786,0,1,0,0
1941,688.0,UK,Crypto,8342,2025-09-27 03:28:02.131786,0,5,1,0
1942,707.66,India,Credit Card,6247,2025-09-22 19:13:02.131786,0,1,0,0
1943,250.84,USA,Credit Card,8656,2025-09-27 07:46:02.131786,0,6,0,0
1944,683.04,India,Credit Card,2349,2025-09-30 11:53:02.131786,0,1,0,0
1945,721.08,India,UPI,3745,2025-10-03 07:08:02.131786,0,1,3,0
1946,22.6,Germany,Credit Card,3847,2025-09-16 11:29:02.131786,0,0,0,0
1947,211.5,USA,Credit Card,9014,2025-10-16 15:31:02.131786,0,6,0,0
1948,1433.61,USA,Credit Card,1626,2025-10-03 17:53:02.131786,0,6,0,1
1949,306.83,USA,Crypto,6585,2025-09-30 14:20:02.131786,0,6,1,0
1950,169.24,India,Wire,6961,2025-09-07 14:33:02.131786,0,1,4,0
1951,73.21,Japan,Credit Card,8591,2025-09-10 12:54:02.131786,0,2,0,0
1952,193.35,India,Credit Card,8130,2025-09-14 17:53:02.131786,0,1,0,0
1953,461.0,UK,Crypto,9428,2025-10-08 13:03:02.131786,0,5,1,0
1954,157.27,Germany,Wire,4057,2025-09-11 04:12:02.131786,0,0,4,0
1955,811.75,USA,Crypto,6867,2025-09-29 23:55:02.131786,0,6,1,0
1956,246.74,UK,Debit Card,6936,2025-09-08 08:00:02.131786,0,5,2,0
1957,639.4,UK,Debit Card,8205,2025-10-15 12:12:02.131786,0,5,2,0
1958,1298.8,Japan,Debit Card,7007,2025-10-04 14:21:02.131786,0,2,2,0
1959,1245.04,USA,Credit Card,3006,2025-10-10 05:35:02.131786,0,6,0,0
1960,631.34,India,Crypto,3203,2025-10-12 15:53:02.131786,0,1,1,0
1961,181.23,USA,Credit Card,7783,2025-10-12 01:34:02.131786,0,6,0,0
1962,486.25,Germany,Debit Card,4197,2025-09-08 10:39:02.131786,0,0,2,0
1963,646.66,USA,Wire,6666,2025-09-08 18:26:02.131786,0,6,4,0
1964,2239.87,UK,Wire,8406,2025-10-08 20:24:02.131786,0,5,4,1
1965,72.31,UK,Crypto,3508,2025-09-16 00:55:02.131786,0,5,1,0
1966,487.6,India,Wire,2718,2025-09-26 17:45:02.131786,0,1,4,0
1967,791.37,India,Debit Card,3593,2025-09-20 07:27:02.131786,0,1,2,0
1968,549.2,India,Crypto,2472,2025-10-01 05:25:02.131786,0,1,1,0
1969,595.69,Germany,Crypto,1698,2025-09-26 10:10:02.131786,0,0,1,0
1970,260.45,USA,Debit Card,8568,2025-09-18 04:31:02.131786,0,6,2,0
1971,970.61,Japan,Debit Card,7450,2025-09-29 12:50:02.131786,0,2,2,0
1972,520.28,USA,Debit Card,9328,2025-10-11 13:44:02.131786,0,6,2,0
1973,594.07,India,Debit Card,2225,2025-10-06 07:06:02.131786,0,1,2,0
1974,1042.17,Germany,Crypto,3702,2025-10-12 14:22:02.131786,0,0,1,0
1975,393.41,USA,Wire,3204,2025-10-13 08:19:02.131786,0,6,4,0
1976,1199.7,UK,Debit Card,4326,2025-09-16 13:55:02.131786,0,5,2,0
1977,468.13536059362326,USA,UPI,9991,2025-09-09 10:53:02.131786,1,6,3,0
1978,619.58,UK,Crypto,5948,2025-09-25 18:39:02.131786,0,5,1,0
1979,246.02,USA,Credit Card,4802,2025-09-11 09:14:02.131786,0,6,0,0
1980,190.3,USA,Wire,4099,2025-10-14 08:18:02.131786,0,6,4,0
1981,1673.49,USA,Crypto,2538,2025-10-14 16:02:02.131786,0,6,1,0
1982,160.18,India,Debit Card,5164,2025-10-11 22:44:02.131786,0,1,2,0
1983,528.11,UK,UPI,9793,2025-09-21 22:48:02.131786,0,5,3,0
1984,147.72,Germany,Credit Card,5974,2025-10-15 00:36:02.131786,0,0,0,0
1985,1150.14,Japan,Wire,7978,2025-09-14 21:20:02.131786,0,2,4,0
1986,361.71,UK,Debit Card,1545,2025-10-08 16:00:02.131786,0,5,2,0
1987,1038.42,India,Crypto,6932,2025-09-28 11:26:02.131786,0,1,1,0
1988,772.37,UK,Crypto,7203,2025-09-17 11:50:02.131786,0,5,1,0
1989,2028.09,Germany,Wire,9375,2025-10-08 22:16:02.131786,0,0,4,1
1990,118.02,UK,UPI,1837,2025-09-16 20:30:02.131786,0,5,3,0
1991,209.82,India,Debit Card,2892,2025-10-14 16:16:02.131786,0,1,2,0
1992,1000.28,India,Wire,2388,2025-10-03 11:55:02.131786,0,1,4,0
1993,641.81,Japan,Wire,8165,2025-10-12 02:05:02.131786,0,2,4,0
1994,416.97,Germany,Crypto,2457,2025-10-17 04:14:02.131786,0,0,1,0
1995,1788.19,Japan,Wire,3800,2025-09-22 18:47:02.131786,0,2,4,0
1996,500.26,USA,Credit Card,4303,2025-09-13 10:28:02.131786,0,6,0,0
1997,254.7,Nigeria,Credit Card,9991,2025-09-29 07:35:02.131786,1,3,0,0
1998,1047.02,Japan,Debit Card,7473,2025-09-24 05:37:02.131786,0,2,2,0
1999,513.29,India,Wire,4286,2025-09-30 04:05:02.131786,0,1,4,0
2000,4219.097459743947,India,Crypto,9995,2025-09-25 00:14:02.131786,1,1,1,1
2001,819.21,USA,Debit Card,2172,2025-10-01 23:15:02.131786,0,6,2,0
2002,841.91,India,UPI,2711,2025-09-30 08:32:02.131786,0,1,3,0
2003,207.14,Japan,Crypto,6496,2025-09-07 17:33:02.131786,0,2,1,0
2004,397.82,Germany,UPI,9972,2025-09-22 11:05:02.131786,0,0,3,0
2005,134.5,UK,Debit Card,8487,2025-10-08 19:41:02.131786,0,5,2,0
2006,648.86,Japan,Credit Card,2028,2025-09-20 20:03:02.131786,0,2,0,0
2007,1653.98,USA,Crypto,7545,2025-09-13 18:45:02.131786,0,6,1,0
2008,215.4,UK,Crypto,3250,2025-09-07 07:03:02.131786,0,5,1,0
2009,108.89,India,Debit Card,5149,2025-10-12 01:07:02.131786,0,1,2,0
2010,292.79,Japan,Crypto,5383,2025-09-28 19:46:02.131786,0,2,1,0
2011,414.06,UK,Crypto,8451,2025-10-04 11:28:02.131786,0,5,1,0
2012,847.15,Japan,Debit Card,4669,2025-10-12 01:47:02.131786,0,2,2,0
2013,379.82,India,Wire,9475,2025-09-23 14:40:02.131786,0,1,4,0
2014,657.45,Japan,Debit Card,5677,2025-10-03 10:23:02.131786,0,2,2,0
2015,331.18,USA,Crypto,7090,2025-10-10 13:43:02.131786,0,6,1,0
2016,432.57,UK,Debit Card,4488,2025-09-18 01:05:02.131786,0,5,2,0
2017,247.08,UK,Crypto,4212,2025-10-18 03:55:02.131786,0,5,1,0
2018,180.74,UK,UPI,1916,2025-10-04 18:49:02.131786,0,5,3,0
2019,868.62,Japan,UPI,9762,2025-10-17 03:23:02.131786,0,2,3,0
2020,350.92,India,Credit Card,3094,2025-10-13 22:14:02.131786,0,1,0,0
2021,692.8,Japan,Debit Card,7269,2025-10-17 19:26:02.131786,0,2,2,0
2022,243.55,Japan,Debit Card,5906,2025-10-10 21:55:02.131786,0,2,2,0
2023,502.79,UK,UPI,7042,2025-10-15 20:39:02.131786,0,5,3,0
2024,49.07,India,UPI,9812,2025-09-21 20:21:02.131786,0,1,3,0
2025,373.12,Germany,UPI,9962,2025-09-17 10:37:02.131786,0,0,3,0
2026,267.7,India,Credit Card,7731,2025-09-13 13:32:02.131786,0,1,0,0
2027,1118.81,Japan,Credit Card,5793,2025-09-24 08:43:02.131786,0,2,0,0
2028,153.92,USA,Wire,1064,2025-09-24 19:27:02.131786,0,6,4,0
2029,446.94,India,Debit Card,4698,2025-09-12 06:13:02.131786,0,1,2,0
2030,642.98,UK,Credit Card,1201,2025-10-11 09:36:02.131786,0,5,0,0
2031,1014.08,USA,Crypto,5237,2025-10-01 09:29:02.131786,0,6,1,0
2032,919.65,Germany,Debit Card,4169,2025-09-10 09:02:02.131786,0,0,2,0
2033,475.36,Germany,Wire,3864,2025-09-21 20:42:02.131786,0,0,4,0
2034,528.76,USA,UPI,7360,2025-09-09 22:24:02.131786,0,6,3,0
2035,1118.13,Germany,Wire,6412,2025-10-15 16:23:02.131786,0,0,4,0
2036,468.27,USA,Debit Card,8675,2025-09-08 11:01:02.131786,0,6,2,0
2037,572.45,Japan,UPI,3309,2025-09-22 17:55:02.131786,0,2,3,0
2038,1143.15,USA,Wire,7427,2025-10-13 23:02:02.131786,0,6,4,0
2039,2212.23,Japan,Wire,1101,2025-09-23 15:02:02.131786,0,2,4,1
2040,609.72,UK,Debit Card,1376,2025-09-11 21:49:02.131786,0,5,2,0
2041,736.32,UK,Credit Card,9397,2025-10-06 09:57:02.131786,0,5,0,0
2042,900.69,Nigeria,Crypto,9998,2025-10-10 04:04:02.131786,1,3,1,0
2043,1135.76,USA,Wire,7294,2025-09-18 13:49:02.131786,0,6,4,0
2044,1031.49,Japan,Crypto,2060,2025-09-26 21:00:02.131786,0,2,1,0
2045,309.64,UK,Debit Card,6593,2025-10-14 20:19:02.131786,0,5,2,0
2046,640.2,UK,Debit Card,6563,2025-10-06 22:09:02.131786,0,5,2,0
2047,1036.4,UK,Credit Card,6124,2025-09-14 04:38:02.131786,0,5,0,0
2048,1299.99,Germany,UPI,2562,2025-09-22 05:13:02.131786,0,0,3,0
2049,447.58,UK,Crypto,4195,2025-10-02 02:35:02.131786,0,5,1,0
2050,628.85,India,Wire,1810,2025-09-15 00:30:02.131786,0,1,4,0
2051,682.88,Germany,UPI,9703,2025-09-28 13:28:02.131786,0,0,3,0
2052,515.43,USA,Crypto,5412,2025-09-21 02:41:02.131786,0,6,1,0
2053,616.92,India,Crypto,5398,2025-10-14 16:02:02.131786,0,1,1,0
2054,3101.38,Germany,UPI,6431,2025-09-09 04:01:02.131786,0,0,3,1
2055,432.97,Germany,UPI,5177,2025-09-30 15:54:02.131786,0,0,3,0
2056,459.94,Japan,Credit Card,1657,2025-09-26 18:52:02.131786,0,2,0,0
2057,96.08,India,Wire,7336,2025-09-28 11:13:02.131786,0,1,4,0
2058,78.19,India,Wire,1052,2025-09-15 19:51:02.131786,0,1,4,0
2059,718.18,India,Wire,6110,2025-09-27 19:00:02.131786,0,1,4,0
2060,1039.3,UK,UPI,2108,2025-09-24 20:27:02.131786,0,5,3,0
2061,911.36,UK,Credit Card,1986,2025-09-11 17:20:02.131786,0,5,0,0
2062,242.94,USA,Debit Card,7026,2025-09-10 23:52:02.131786,0,6,2,0
2063,874.4,USA,Credit Card,9047,2025-10-10 00:26:02.131786,0,6,0,0
2064,454.2,USA,UPI,5736,2025-09-26 00:42:02.131786,0,6,3,0
2065,369.77,UK,Credit Card,9402,2025-10-14 20:28:02.131786,0,5,0,0
2066,138.54,Japan,UPI,5959,2025-10-05 21:28:02.131786,0,2,3,0
2067,271.14,USA,Crypto,1775,2025-10-12 17:08:02.131786,0,6,1,0
2068,730.28,Germany,Crypto,8439,2025-10-13 01:07:02.131786,0,0,1,0
2069,635.22,UK,Debit Card,1505,2025-09-27 16:01:02.131786,0,5,2,0
2070,567.95,Japan,Crypto,4298,2025-09-19 10:14:02.131786,0,2,1,0
2071,41.98,Germany,Debit Card,5188,2025-10-04 03:58:02.131786,0,0,2,0
2072,572.36,Germany,Wire,5425,2025-09-09 18:52:02.131786,0,0,4,0
2073,305.67,UK,UPI,4001,2025-10-17 05:07:02.131786,0,5,3,0
2074,638.6,India,Wire,1260,2025-09-18 22:26:02.131786,0,1,4,0
2075,1159.11,Japan,Wire,9901,2025-10-10 21:20:02.131786,0,2,4,0
2076,345.72,UK,Debit Card,2951,2025-10-04 09:50:02.131786,0,5,2,0
2077,541.14,India,UPI,3370,2025-10-05 03:26:02.131786,0,1,3,0
2078,1781.19,UK,Debit Card,7153,2025-09-20 03:09:02.131786,0,5,2,0
2079,615.3,UK,Credit Card,9279,2025-09-21 18:12:02.131786,0,5,0,0
2080,491.42,Germany,Wire,7483,2025-09-30 22:20:02.131786,0,0,4,0
2081,246.59,UK,UPI,6668,2025-09-12 08:09:02.131786,0,5,3,0
2082,891.44,India,Wire,3734,2025-09-22 09:38:02.131786,0,1,4,0
2083,209.39,Germany,Credit Card,3256,2025-09-11 22:26:02.131786,0,0,0,0
2084,1193.82,India,Credit Card,2072,2025-10-09 18:07:02.131786,0,1,0,0
2085,804.15,India,UPI,4921,2025-10-01 23:57:02.131786,0,1,3,0
2086,314.97,Germany,UPI,3969,2025-09-24 00:51:02.131786,0,0,3,0
2087,254.17,India,Credit Card,6942,2025-09-08 02:22:02.131786,0,1,0,0
2088,259.71,USA,Wire,4277,2025-09-29 22:54:02.131786,0,6,4,0
2089,79.92,UK,Crypto,4969,2025-09-23 00:07:02.131786,0,5,1,0
2090,705.77,Germany,Wire,8920,2025-10-10 07:56:02.131786,0,0,4,0
2091,49.98,Germany,Crypto,2488,2025-09-14 08:42:02.131786,0,0,1,0
2092,467.4,USA,Debit Card,8959,2025-09-07 02:17:02.131786,0,6,2,0
2093,444.01,USA,UPI,3187,2025-09-07 21:13:02.131786,0,6,3,0
2094,383.84,USA,Credit Card,6210,2025-09-29 22:32:02.131786,0,6,0,0
2095,702.28,USA,Debit Card,1270,2025-09-26 02:04:02.131786,0,6,2,0
2096,315.65,Japan,Wire,8377,2025-10-09 11:40:02.131786,0,2,4,0
2097,573.45,Germany,Crypto,1365,2025-10-16 22:40:02.131786,0,0,1,0
2098,1193.66,India,UPI,9194,2025-10-06 04:55:02.131786,0,1,3,0
2099,763.11,Germany,Crypto,4051,2025-09-27 00:45:02.131786,0,0,1,0
2100,356.68,Russia,Wire,9996,2025-10-02 18:12:02.131786,1,4,4,0
2101,503.06,Germany,Wire,5483,2025-09-29 21:51:02.131786,0,0,4,0
2102,384.2,USA,Credit Card,8138,2025-09-27 06:17:02.131786,0,6,0,0
2103,439.02,USA,Debit Card,8159,2025-10-09 19:15:02.131786,0,6,2,0
2104,586.72,Japan,UPI,6485,2025-09-18 10:42:02.131786,0,2,3,0
2105,131.98,Germany,Credit Card,1237,2025-09-25 17:28:02.131786,0,0,0,0
2106,101.03,UK,Crypto,8058,2025-09-14 07:19:02.131786,0,5,1,0
2107,227.81,Japan,Debit Card,2462,2025-10-09 07:20:02.131786,0,2,2,0
2108,726.47,USA,UPI,2666,2025-09-23 23:43:02.131786,0,6,3,0
2109,798.99,Germany,Crypto,7296,2025-09-19 16:19:02.131786,0,0,1,0
2110,884.35,Russia,UPI,9994,2025-10-11 12:06:02.131786,1,4,3,0
2111,236.23,India,UPI,2131,2025-09-27 10:29:02.131786,0,1,3,0
2112,538.79,USA,Debit Card,1810,2025-10-02 13:25:02.131786,0,6,2,0
2113,365.91,USA,Crypto,1055,2025-10-08 04:19:02.131786,0,6,1,0
2114,453.59,Japan,Credit Card,4523,2025-09-13 05:40:02.131786,0,2,0,0
2115,360.56,India,Credit Card,8559,2025-10-10 16:09:02.131786,0,1,0,0
2116,611.72,UK,Credit Card,3662,2025-09-11 07:53:02.131786,0,5,0,0
2117,282.78,UK,UPI,4279,2025-10-11 13:01:02.131786,0,5,3,0
2118,1104.94,UK,Wire,2533,2025-09-18 09:19:02.131786,0,5,4,0
2119,1111.64,Germany,Debit Card,5011,2025-09-14 03:45:02.131786,0,0,2,0
2120,710.34,UK,Credit Card,1933,2025-09-18 07:47:02.131786,0,5,0,0
2121,1018.2,Germany,Debit Card,1662,2025-09-14 07:58:02.131786,0,0,2,0
2122,126.57,USA,UPI,4845,2025-10-03 22:21:02.131786,0,6,3,0
2123,1148.84,UK,Debit Card,4023,2025-09-25 14:16:02.131786,0,5,2,0
2124,661.98,Japan,Credit Card,6967,2025-09-15 08:04:02.131786,0,2,0,0
2125,297.82,India,Credit Card,9335,2025-09-25 11:58:02.131786,0,1,0,0
2126,272.4,India,UPI,8907,2025-09-27 05:24:02.131786,0,1,3,0
2127,8668.248263360058,USA,UPI,9998,2025-10-08 02:07:02.131786,1,6,3,1
2128,894.26,India,Crypto,7280,2025-09-30 19:43:02.131786,0,1,1,0
2129,444.15,India,UPI,9431,2025-09-19 01:00:02.131786,0,1,3,0
2130,125.0,USA,Wire,3004,2025-10-06 15:10:02.131786,0,6,4,0
2131,1188.68,USA,Wire,7592,2025-10-05 15:05:02.131786,0,6,4,0
2132,182.1,USA,Credit Card,6434,2025-09-25 06:44:02.131786,0,6,0,0
2133,371.38,Japan,UPI,5246,2025-09-16 00:25:02.131786,0,2,3,0
2134,443.66,USA,Wire,4396,2025-10-10 06:04:02.131786,0,6,4,0
2135,268.75,USA,Wire,8570,2025-09-20 10:57:02.131786,0,6,4,0
2136,428.08,USA,Crypto,9994,2025-10-11 07:29:02.131786,0,6,1,0
2137,497.28,UK,UPI,9544,2025-10-05 02:15:02.131786,0,5,3,0
2138,421.06,UK,Crypto,2974,2025-10-10 23:18:02.131786,0,5,1,0
2139,634.24,Japan,Debit Card,5561,2025-10-13 10:54:02.131786,0,2,2,0
2140,1452.81,Japan,Crypto,2063,2025-10-17 05:33:02.131786,0,2,1,0
2141,131.72,India,Debit Card,2395,2025-09-17 17:01:02.131786,0,1,2,0
2142,563.62,UK,Debit Card,2530,2025-09-18 08:44:02.131786,0,5,2,0
2143,184.04,Japan,UPI,1052,2025-09-18 12:02:02.131786,0,2,3,0
2144,118.39,Ukraine,Debit Card,9991,2025-09-23 14:33:02.131786,1,7,2,0
2145,965.57,India,Debit Card,6864,2025-09-20 17:33:02.131786,0,1,2,0
2146,600.14,USA,Crypto,6670,2025-10-06 20:04:02.131786,0,6,1,0
2147,424.4665066453509,Germany,UPI,9991,2025-10-06 21:12:02.131786,1,0,3,0
2148,427.77,India,UPI,2144,2025-10-13 05:24:02.131786,0,1,3,0
2149,228.37,Germany,Debit Card,3112,2025-10-04 10:43:02.131786,0,0,2,0
2150,439.8,India,Crypto,1295,2025-09-13 21:27:02.131786,0,1,1,0
2151,819.21,India,Crypto,5742,2025-10-05 11:48:02.131786,0,1,1,0
2152,761.27,USA,Crypto,2580,2025-10-01 12:07:02.131786,0,6,1,0
2153,362.7,Japan,Crypto,7278,2025-09-15 10:15:02.131786,0,2,1,0
2154,996.91,UK,Credit Card,3425,2025-09-30 17:07:02.131786,0,5,0,0
2155,1257.14,India,Debit Card,9147,2025-09-15 22:53:02.131786,0,1,2,0
2156,828.77,USA,Debit Card,8219,2025-09-08 12:57:02.131786,0,6,2,0
2157,314.06,Germany,Debit Card,8011,2025-09-16 22:24:02.131786,0,0,2,0
2158,451.3,Japan,UPI,3627,2025-10-03 15:11:02.131786,0,2,3,0
2159,1422.39,India,UPI,5805,2025-09-16 22:48:02.131786,0,1,3,0
